name,equipment,primary_muscle,secondary_muscle,video,thumbnail,howTo
Burpee Over the Bar,None,Full Body,None,assets/media/exercises/ex_0056_video.mp4,assets/media/exercises/ex_0056_thumbnail.jpg,"1. Place a barbell on the ground and stand perpendicular to it. | 2. Get down into a high plank position. | 3. With your body straight and shoulders, elbows, and wrists aligned, take a breath and do a push-up. Push yourself back to the high plank position as you exhale. | 4. Kick your feet forward and stand up. | 5. Jump laterally over the barbell as you breathe out again. | 6. Get down to a high plank position again, breathe in, and perform another push-up. | 7. Stand up and jump laterally over the barbell again, repeating the sequence. | 8. Keep jumping over the bar until you're finished."
Butterfly (Pec Deck),Machine,Chest,None,assets/media/exercises/ex_0057_video.mp4,assets/media/exercises/ex_0057_thumbnail.jpg,"1. Select the load on the pec deck machine. | 2. Adjust the seat height so you can grab the handles and have the pads in front of your chest. | 3. Sit down, grab the handles, and bring your shoulders back. | 4. Engage your abs and take a breath. | 5. Flex your chest muscles to bring the handles from your sides to in front of your torso as you breathe out. | 6. Bring your arms to your sides as you breathe in."
Cable Core Palloff Press,Machine,Abdominals,"Chest, Shoulders, Triceps",assets/media/exercises/ex_0058_video.mp4,assets/media/exercises/ex_0058_thumbnail.jpg,"1. Select the load on the cable machine. | 2. Place the pulley at chest height and attach a handle. | 3. Grab the handle with both hands and stand sideways. | 4. Bring your shoulders back, squeeze your glutes, and engage your midsection. | 5. Take a breath and press the handle forward, fully extending your arms and exhaling. | 6. Pause for a moment and bring the handle to your body as you breathe in."
Cable Crunch,Machine,Abdominals,None,assets/media/exercises/ex_0059_video.mp4,assets/media/exercises/ex_0059_thumbnail.jpg,"1. Grab a rope attachment with both hands and have your thumbs facing up. | 2. Kneel, lean forward, and position the rope behind your head. Keep your hands close to your neck. | 3. Once in position, engage your midsection. | 4. Initiate the crunch by taking a breath and flexing your abs. Focus on crunching your torso instead of simply moving at the hips. | 5. Hold for a moment as you exhale. | 6. Slowly raise your torso to bring yourself to the starting position as you breathe in."
Cable Pull Through,Machine,Glutes,"Hamstrings, Lower Back",assets/media/exercises/ex_0060_video.mp4,assets/media/exercises/ex_0060_thumbnail.jpg,"1. Select the appropriate load on a single or double cable machine station. | 2. Set the pulley in the lowest position and attach a handle or rope. | 3. Face away from the cable machine, lean forward, grab the attachment, and hold it between your legs. | 4. Take a step or two forward to lift the weight from its stack. | 5. Engage your abs and take a breath. | 6. Hinge at the hips, leaning your torso forward while keeping your back neutral. | 7. Lean forward until your torso is roughly parallel to the floor and extend your body by driving your hips forward. Exhale as you stand tall."
Cable Twist (Down to up),Machine,Abdominals,None,assets/media/exercises/ex_0061_video.mp4,assets/media/exercises/ex_0061_thumbnail.jpg,"1. Select the appropriate load on the cable machine. | 2. Place the pulley in the lowest position and attach a handle to it. | 3. Grab the handle with both hands, keeping your wrists neutral (facing one another). | 4. Take a step away from the cable machine and stand sideways with your feet wide enough to create a stable base. | 5. With the handle at your waist and arms straight, engage your abs and take a breath. | 6. Pull the cable diagonally and upward across your body, twisting your torso and exhaling. | 7. Hold for a second and rotate your torso to the starting position as you breathe in. | 8. Once finished training one side, turn your body 180 degrees and do the same number of reps for the other side."
Cable Twist (Up to down),Machine,Abdominals,None,assets/media/exercises/ex_0062_video.mp4,assets/media/exercises/ex_0062_thumbnail.jpg,"1. Select the appropriate load on the cable machine. | 2. Place the pulley in the highest position and attach a handle to it. | 3. Grab the handle with both hands, keeping your wrists neutral (facing one another). | 4. Take a step away from the cable machine and stand sideways. | 5. With the handle at shoulder level and arms straight, engage your abs and breathe in. | 6. Pull the cable diagonally across your body, twisting your torso and exhaling. | 7. Rotate your body to the starting position as you breathe in. | 8. Once finished, turn your body 180 degrees and do the same number of reps for the other side."
Calf Extension (Machine),Machine,Calves,None,assets/media/exercises/ex_0063_video.mp4,assets/media/exercises/ex_0063_thumbnail.jpg,1. Select the appropriate load on the calf extension machine. | 2. Sit down and grab the handles by your sides. | 3. Place the balls of your feet on the footplate. Your legs should be straight. | 4. Take a breath and flex your ankles to push the plate away as you exhale. | 5. Hold for a moment and allow your ankles to bend as you breathe in.
Calf Press (Machine),Machine,Calves,None,assets/media/exercises/ex_0064_video.mp4,assets/media/exercises/ex_0064_thumbnail.jpg,"1. Load a leg press machine and sit down. | 2. Raise your legs and place the balls of your feet at the edge of the footplate. | 3. Bring your shoulders back and grab the handles by your sides. | 4. Extend your knees to unrack the weight. | 5. Flex your ankles to press the platform away from yourself and hold for a moment as you breathe out. | 6. Allow your ankles to bend and stretch your calves as you breathe in. | 7. Once finished, turn the handles you’re holding to secure the weight."
Chest Dip,Machine,Chest,"Shoulders, Triceps",assets/media/exercises/ex_0065_video.mp4,assets/media/exercises/ex_0065_thumbnail.jpg,"1. Grip a parallel bar slightly outside shoulder-width level. | 2. Bring your shoulders back and engage your abs. | 3. Raise yourself and stand over the dip bar with your elbows fully extended. | 4. Tilt your body forward. | 5. Take a breath and dip by bending at the elbows. Maintain your body’s position as you move down. | 6. Lower yourself until you feel a good pectoral stretch (generally to the point where your elbows are at a 90-degree angle). | 7. Push yourself back to the top, exhaling at the top."
Chest Dip (Assisted),Machine,Chest,"Triceps, Shoulders",assets/media/exercises/ex_0066_video.mp4,assets/media/exercises/ex_0066_thumbnail.jpg,"1. Select the correct weight on the chest dip machine. | 2. Grab the pair of handles and place your knees over the pads. | 3. Extend your arms, bring your shoulders back, and squeeze your abs. | 4. Take a breath and lower yourself by bending your elbows. | 5. Descend until your elbows are at roughly 90 degrees, and push yourself back to the top as you exhale."
Chest Dip (Weighted),Machine,Chest,"Triceps, Shoulders",assets/media/exercises/ex_0067_video.mp4,assets/media/exercises/ex_0067_thumbnail.jpg,"1. Attach a weight plate to yourself via a special belt. | 2. Step on the platform and grab the parallel bars while keeping your arms straight and close to your body. | 3. Bring your shoulders back and down, engage your abs, and squeeze your glutes. | 4. Take your feet off the platform to suspend yourself in the air. | 5. Lean forward slightly. | 6. Take a breath and lower yourself by bending your elbows. Keep your shoulder blades retracted and your body steady. | 7. Descend until your elbows form a 90-degree angle and hold for a moment. | 8. Press yourself back to the top, extending your arms fully and exhaling. | 9. Take another breath and repeat."
Chest Fly (Band),Resistance Band,Chest,None,assets/media/exercises/ex_0068_video.mp4,assets/media/exercises/ex_0068_thumbnail.jpg,"1. Take an open-ended resistance band with handles on both ends. | 2. Anchor the band on something sturdy (e.g., a squat rack). | 3. Turn away from the anchor point and grab both handles, keeping them close to your body. | 4. Take a couple of steps forward to lengthen the band and bring your arms to your sides without flaring your elbows. | 5. Bring your shoulders back, engage your abs, and take a breath. | 6. Move your arms forward and tap your knuckles in front of your chest while keeping your elbows slightly bent. Breathe out. | 7. Bring your arms to the sides as you breathe in."
Chest Fly (Dumbbell),Dumbbell,Chest,None,assets/media/exercises/ex_0069_video.mp4,assets/media/exercises/ex_0069_thumbnail.jpg,"1. Grab a pair of light dumbbells and sit on the edge of a flat gym bench. | 2. Place the weights on your thighs and lie back, keeping the dumbbells close to your body. | 3. Extend your arms and position the dumbbells over your chest with your palms facing one another. | 4. Plant your feet on the floor and bring your shoulders back. | 5. Take a breath. | 6. Lower your arms to your sides until they align with your torso. | 7. Bring your arms in, tapping the dumbbells over your chest as you exhale."
Chest Fly (Machine),Machine,Chest,None,assets/media/exercises/ex_0070_video.mp4,assets/media/exercises/ex_0070_thumbnail.jpg,"1. Select the appropriate load and adjust the seat height. The machine’s handles should be at chest level when you sit. | 2. Sit down, bring your shoulders back, and reach to the sides to grab the handles. | 3. Engage your abs and take a breath. | 4. Squeeze your chest and bring your arms in, tapping your knuckles lightly in front of your chest as you breathe out. | 5. Bring your arms to your sides, feeling your chest muscles stretch. Breathe in."
Chest Fly (Suspension),Suspension,Chest,None,assets/media/exercises/ex_0071_video.mp4,assets/media/exercises/ex_0071_thumbnail.jpg,"1. Face away from the anchor point of your suspension kit and grab both handles. | 2. Straighten your arms, raise them in front of your body, and engage your abs. | 3. Walk your feet back enough to lean your body forward. Support yourself with your arms. | 4. Take a breath and slowly bring your arms to your sides, lowering yourself and stretching your pectorals. | 5. Extend your arms to your sides as much as your strength allows, hold for a moment, and bring them in, raising yourself in the process. | 6. Tap your knuckles at the top position and exhale."
